Word, Sadness, Joy, Love, Anger, Fear, Surprise
couse,0,1,0,0,0,0
mihotad,1,0,0,1,0,0
treaty,0,3,0,0,0,0
discrete,0,0,0,0,1,0
ommitting,0,1,0,0,0,0
buzzkill,0,2,0,0,0,0
umbro,1,0,0,0,0,0
sanction,0,1,0,0,0,0
gombe,0,1,0,0,0,0
receeds,0,0,0,0,1,0
lcn,0,1,0,0,0,0
carletons,1,0,0,0,0,0
itsekiriland,1,0,0,0,0,0
itseld,0,0,0,0,1,0
ashke,0,1,0,0,0,0
blueserver,2,0,0,0,0,0
forumers,1,0,0,0,0,0
disapponted,1,0,0,0,0,0
sendi,1,0,0,0,0,0
mutiara,1,0,0,0,0,0
ingloriously,0,2,0,0,0,0
adkisson,0,0,0,1,0,0
maschke,1,0,0,0,0,0
blucas,0,1,0,0,0,0
denouncing,0,1,0,0,0,0
unchangeable,0,0,0,0,1,0
braincells,1,0,0,0,0,0
seppuku,1,0,0,0,0,0
juicier,1,0,0,0,0,0
toning,0,1,0,0,0,1
dezinesamaze,0,1,1,0,0,0
trending,1,2,0,1,0,0
chintuki,0,0,0,1,0,0
drowzy,0,0,0,1,0,0
summat,0,1,0,0,0,0
nathanel,1,0,0,0,0,0
unblocked,0,1,0,0,0,0
provokingbeauty,1,0,0,0,0,0
sageuk,0,2,0,0,0,0
meghan,0,1,0,0,0,0
milkers,0,1,0,0,0,0
reallyyyy,1,0,0,0,0,0
ius,1,0,0,0,0,0
incidentals,1,0,0,1,0,0
sargeant,0,0,0,1,0,0
lovingness,0,1,0,0,0,0
ultimatum,0,0,0,0,1,0
backlinknuke,1,0,0,0,1,0
confronts,0,1,0,0,2,0
instagrammer,0,1,0,0,0,0
erykah,0,0,1,1,0,0
badu,0,0,1,1,0,0
chamistry,1,0,0,0,0,0
pulsate,0,1,0,0,0,0
dietician,1,0,0,0,0,0
burdeshaw,0,1,0,0,0,0
mendocino,0,1,0,0,0,0
combines,0,1,1,0,0,0
theather,0,1,0,0,0,0
cocooning,0,0,1,0,1,0
woud,1,0,0,0,0,0
strang,0,1,0,0,0,0
marketclub,0,1,0,0,0,0
setters,0,1,0,0,0,0
swatter,0,0,0,0,0,1
concubine,0,1,0,0,0,0
postgrad,0,0,0,1,0,0
porridgebrain,1,0,0,0,0,0
pleasantville,0,1,1,0,0,0
philippianss,0,0,0,0,1,0
flashforwards,0,1,0,0,0,0
lovato,4,1,0,0,0,0
respiring,0,1,0,0,0,0
serbian,0,0,1,0,2,0
decimate,0,0,1,1,0,0
tailbone,0,0,1,0,0,0
eminently,0,1,0,0,0,0
hateable,0,1,0,0,0,0
gurgler,0,1,0,0,0,0
aproaching,0,0,0,1,0,0
vibrates,0,1,0,0,0,0
transvestite,1,0,0,0,0,0
crossdresser,1,0,0,0,0,0
neri,1,0,0,0,0,0
tankini,0,1,0,0,0,0
fjr,1,0,0,0,0,0
tohoku,1,0,0,0,0,0
blackberriesandsparkles,0,0,1,0,0,0
conked,1,0,0,0,0,0
customarily,1,0,0,0,0,0
pourer,1,0,0,0,0,0
cale,1,0,0,0,0,0
ciera,1,0,0,0,0,0
coulter,0,0,0,1,0,0
schultz,0,0,0,1,0,0
tirades,0,0,0,2,0,0
biys,0,0,1,0,0,0
makhani,1,0,0,0,0,0
deliverables,0,1,0,0,0,0
hol,0,1,0,0,0,0
analyis,1,0,0,0,0,0
writersalmanac,0,0,0,0,1,0
usaully,0,1,0,0,0,0
endearingly,0,1,0,0,0,0
ment,1,3,2,0,0,0
abashed,1,0,0,0,0,0
apprehend,1,0,0,0,0,0
transmuting,1,0,0,0,0,0
sibs,0,1,0,0,0,0
diplomatic,0,2,0,2,0,0
ulous,0,1,0,0,0,0
coupling,1,0,0,0,0,0
starhub,1,0,0,1,0,0
cassel,0,1,0,0,0,0
holos,0,0,0,0,1,1
jens,1,1,1,0,0,0
justgiving,0,0,1,0,0,0
epilate,0,1,0,0,0,0
lely,0,1,0,0,0,0
canola,0,1,0,0,0,0
sommo,0,0,0,0,1,0
ophthalmologist,0,1,0,0,0,0
buggery,0,0,0,0,1,0
soonest,0,1,0,0,0,0
driend,0,1,0,0,0,0
ridas,0,1,0,0,0,0
aratikadav,0,0,0,0,0,1
parkour,0,0,1,0,0,0
industrialized,0,0,0,0,1,0
shriveled,1,0,0,0,0,0
gorham,1,0,0,0,0,0
boondock,0,0,0,0,0,1
desaturated,1,0,0,0,0,0
depreciate,1,0,0,0,0,0
wommack,0,1,0,0,0,0
escrutiating,0,0,1,0,0,0
stellakittyflorence,0,1,0,0,0,0
mossflower,0,0,0,1,0,0
korra,0,0,0,1,0,0
rks,0,1,0,0,0,0
recondite,1,1,0,0,0,0
gratuitous,2,2,0,0,0,0
ritualistic,1,1,0,0,0,0
marauders,0,1,0,0,0,0
opus,1,1,0,1,0,0
unintelligibly,0,1,0,0,0,0
decrying,0,0,0,2,0,0
teasertags,0,0,1,0,0,0
funniest,1,3,0,1,1,0
sadistinc,0,0,0,1,0,0
exacution,0,0,0,1,0,0
nullified,0,1,1,0,0,0
anemone,0,0,0,0,1,1
summoned,0,0,0,0,1,0
mezrich,0,0,1,0,0,0
disengagement,1,0,0,0,0,0
meursault,1,0,0,0,0,0
turku,1,0,0,0,0,0
waiste,1,0,0,0,0,0
ventalation,1,0,0,0,0,0
gooooood,0,1,0,0,0,0
unpublished,0,0,0,1,1,0
talkiing,0,1,0,0,0,0
travailing,1,0,0,0,0,0
unspokenwords,0,1,0,0,0,0
keptinside,0,1,0,0,0,0
crossfitters,0,0,0,0,1,0
defecating,1,0,0,1,0,0
anythin,1,0,0,0,0,0
gam,1,0,0,1,0,0
pussies,1,0,0,0,0,1
inaccuracies,1,0,0,0,0,0
visualise,0,1,0,0,1,0
captained,0,1,0,0,0,0
persie,0,1,0,0,0,0
continous,0,0,0,0,1,0
reconnections,0,0,0,1,1,0
smudging,1,0,0,0,0,0
patchy,0,0,0,0,1,0
guestlist,1,0,0,0,0,0
woulnt,1,0,0,0,0,0
perspired,1,0,0,0,0,0
magnanimously,1,0,0,0,0,0
moopy,1,0,0,0,0,0
unanchored,0,0,0,0,1,0
instabilities,1,0,0,0,0,0
tanduay,1,1,0,0,0,0
sinatra,0,2,0,1,0,0
kitteridge,0,1,0,0,0,0
unexplainably,1,1,0,0,0,0
oddballs,0,1,0,0,0,0
gradebooks,0,1,0,0,0,0
bgsu,0,1,0,0,0,0
visualizations,0,0,0,1,0,0
guadarrama,0,1,0,0,0,0
sotm,1,0,0,0,0,0
plunking,0,0,0,1,1,0
roomates,1,0,0,1,0,0
winslets,0,0,0,1,0,0
languange,0,0,0,0,1,0
sportrack,0,1,0,0,0,0
bsr,0,1,0,0,0,0
balayage,0,1,0,0,0,0
snarfed,1,0,0,0,0,0
surya,0,1,0,0,0,0
namaskar,0,1,0,0,0,0
bldg,1,0,0,0,0,0
lackadaisical,1,1,0,0,0,0
inspector,0,1,0,0,1,0
adequetely,0,0,0,0,0,1
behe,0,1,0,0,0,0
crackpot,0,1,0,0,0,0
embarrasing,3,0,0,0,0,0
mora,1,0,0,0,0,0
tejada,1,0,0,0,0,0
tiba,0,1,0,0,1,0
nambah,0,0,0,0,1,0
mepet,0,0,0,0,1,0
dramatize,1,0,0,1,0,0
godssake,0,0,0,1,0,0
exprience,1,0,0,0,0,0
consequenses,1,0,0,0,0,0
complainatory,0,0,0,1,0,0
shree,1,0,0,0,0,0
nwerem,1,0,0,0,0,0
katu,1,0,0,0,0,0
darius,0,1,1,0,0,0
highrise,0,0,0,0,1,0
sparrows,2,0,0,0,0,0
onliine,1,0,0,0,0,0
brazen,0,1,0,1,0,0
macaroon,0,0,0,1,0,0
caledhrad,0,0,0,0,0,1
totonicap,0,0,1,0,0,0
bikers,1,0,0,0,0,0
overran,1,0,0,0,0,0
inspiired,0,1,0,0,0,0
tal,0,2,0,0,1,0
sheyn,0,1,0,0,0,0
snowbirds,0,0,1,0,0,0
simi,0,1,0,0,0,0
lssk,0,0,0,1,0,0
traped,1,0,0,0,0,0
roadblocks,1,1,0,0,0,0
shayla,0,1,0,0,0,0
prezzie,0,1,0,0,0,0
incompatible,0,1,1,0,0,0
metcon,0,1,0,0,0,0
cheffy,0,0,0,0,0,1
kori,1,0,0,0,0,0
enforces,1,0,0,0,0,0
bronx,0,1,0,0,1,0
perfec,0,1,0,0,0,0
okc,1,1,0,0,0,0
eharmony,0,2,0,0,0,0
lhouraii,2,0,0,0,0,0
utd,0,1,0,0,1,0
downsviews,0,1,0,0,0,0
desh,1,0,0,1,0,0
waists,0,0,0,1,0,0
communicat,1,0,0,0,0,0
toptoryburchflatsonline,0,1,0,0,0,0
bigish,0,0,0,1,0,0
ijs,0,0,0,1,0,0
apprenticeship,0,0,0,0,0,1
transducer,0,1,0,0,0,0
wiseman,0,1,0,0,0,0
centring,1,0,0,0,0,0
goooood,0,0,0,1,0,0
cyr,1,0,0,0,0,0
paz,2,0,0,1,0,0
navimag,1,0,0,0,0,0
erf,0,1,0,0,0,0
sucre,1,0,0,0,0,0
tappy,0,1,0,0,0,0
banked,0,0,0,0,0,1
bankbabble,0,1,0,0,0,0
mcc,1,1,0,0,0,0
cheo,1,0,0,0,0,0
ates,0,1,0,0,0,0
kuyas,0,1,0,0,0,0
nairobits,0,1,0,0,0,0
llllllll,0,0,1,0,0,0
bobcats,0,1,0,0,0,0
ist,0,1,0,0,2,0
unomielmoo,0,1,1,0,0,0
subsidise,0,0,0,1,0,0
photosphere,0,1,0,0,0,0
rupiah,0,1,0,0,0,0
sunbur,1,0,0,0,0,0
ohhh,0,2,1,0,1,0
loomis,0,0,1,0,0,0
shamefacedly,0,0,0,1,0,0
paradoxical,1,0,0,0,0,1
branson,1,0,0,0,0,0
laron,0,1,0,0,0,0
scripps,1,0,0,0,0,0
oldmasock,0,0,0,1,0,0
domesticating,0,1,0,0,0,0
octavian,0,0,1,0,0,0
sidestep,1,1,0,0,0,0
hyperchondria,0,0,0,0,1,0
maupassant,0,0,0,1,0,0
maugham,0,0,0,1,0,0
bailer,0,1,0,0,0,0
kobus,0,1,0,0,0,0
texter,0,0,1,0,0,0
lnhdllnks,0,0,0,1,0,0
costaphobic,1,0,0,0,0,0
decemeber,0,0,1,0,0,0
amenorrhea,1,0,0,0,0,0
screamingly,0,0,0,1,0,0
sgb,0,0,0,0,1,0
amthe,1,0,0,0,0,0
heteronormativity,0,0,0,0,1,1
checkers,0,2,0,0,0,0
enunciate,0,1,0,0,0,0
caswell,0,0,1,0,0,0
alcest,0,1,0,0,0,0
losted,1,0,0,0,0,0
mcnally,0,1,1,0,0,0
stillest,0,1,0,0,0,0
microscopic,0,0,0,0,1,0
bqff,0,0,0,0,1,1
dalliance,0,1,1,1,0,0
slammin,0,1,0,0,0,0
epicpost,1,0,0,0,0,0
continously,1,0,0,1,0,0
webby,1,0,0,0,0,0
murka,0,0,1,0,0,0
bootle,0,1,0,0,0,0
tonigh,1,0,0,0,0,0
teeheehee,0,1,0,0,0,0
earplugs,1,1,0,0,0,0
unashamedly,0,1,0,0,0,0
seediest,1,0,0,0,0,0
jawed,2,0,0,0,0,0
anshaw,0,1,0,0,0,0
ludacris,0,0,1,0,0,0
foxcroft,1,0,0,0,0,0
orgone,0,1,0,0,0,0
millie,0,1,0,0,0,0
albanian,0,1,0,0,0,0
sakara,0,1,0,0,0,0
uruk,1,0,0,0,0,0
sunstroke,0,1,0,0,0,0
drunkorexics,0,1,0,0,0,0
israelites,0,1,0,0,0,0
kwacha,1,0,0,0,0,0
rumba,1,0,0,0,0,0
milaawal,0,1,0,0,0,0
raggedy,0,0,0,1,0,0
pontiff,1,0,0,0,0,0
overshare,1,0,0,0,0,0
tsion,0,0,1,0,0,0
malem,1,0,0,0,0,0
tidur,1,0,0,0,0,0
brp,1,0,0,0,0,0
muesli,1,1,0,1,0,0
poinds,0,1,0,0,0,0
whatched,0,0,0,0,1,0
dampening,1,1,0,0,0,0
woderland,0,1,0,0,0,0
adopter,0,1,1,0,0,0
coy,0,1,0,1,0,0
katies,1,0,0,0,0,0
erodes,1,0,0,0,0,0
diaz,0,1,1,0,0,0
rian,0,0,1,0,0,0
hyuk,0,0,0,1,0,0
dianas,0,1,0,0,0,0
extremelyyy,1,0,0,0,0,0
nurhanyxoxo,0,0,1,0,0,0
juness,0,0,1,0,0,0
ryeowook,0,0,0,0,0,1
lpc,0,1,0,0,0,0
marans,0,0,1,0,0,0
pullets,0,0,1,0,0,0
bauble,0,1,0,0,0,0
spastically,0,0,1,0,0,0
bans,1,0,0,1,0,0
styron,0,1,0,0,0,0
zadie,0,1,0,0,0,0
sceond,1,0,0,0,0,0
kyd,1,0,0,0,0,0
feelanything,1,0,0,0,0,0
brokeup,0,0,0,1,0,0
indycar,2,0,0,0,0,0
weir,0,1,0,0,0,0
sideboards,0,1,0,0,1,0
civvy,0,0,0,0,1,0
yellowish,0,1,0,0,0,0
photographremains,0,1,0,0,0,0
coors,0,0,1,0,0,0
cryptid,0,1,0,0,0,0
eper,0,0,1,0,0,0
eping,0,0,1,0,0,0
dissimilar,0,0,0,1,0,0
matrixas,0,0,0,1,0,0
meagan,0,0,0,0,0,1
hoffman,0,0,0,0,0,1
clemson,0,0,1,0,0,1
brume,1,0,0,0,0,0
neener,0,2,0,0,0,0
noooothing,0,1,0,0,0,0
hahahahahahahaha,0,1,0,0,0,0
sinkhole,0,0,0,0,1,0
franglais,0,0,0,0,1,0
killthe,0,0,1,0,0,0
semantic,0,2,0,0,0,0
cannibalizing,0,1,0,0,0,0
wargames,0,2,0,0,0,0
kidd,0,1,0,0,0,0
overexcitable,0,1,0,0,0,0
mindspace,0,1,0,0,0,0
lovelovelove,0,1,0,0,0,0
jute,0,1,0,0,0,0
unbloated,1,0,0,0,0,0
veau,0,1,0,0,0,0
shacks,1,0,0,0,0,0
kindve,1,0,0,0,1,0
botox,2,1,0,0,0,0
boodjamulla,0,1,0,0,0,0
wiredtalks,0,0,0,0,1,0
smokescreens,0,0,0,0,0,1
mingwei,0,0,1,0,0,0
smoothens,0,0,0,1,0,0
morrie,1,0,0,0,0,0
mab,0,1,1,0,0,0
sprees,1,1,0,0,0,0
photogenically,0,0,0,1,0,0
limebirds,0,0,0,0,1,0
inconsistently,0,1,1,0,0,0
tardis,0,2,0,0,0,0
romana,0,1,0,0,0,0
waitn,0,1,0,0,0,0
askd,0,1,0,0,0,0
rede,0,1,0,0,0,0
inspecting,1,2,0,0,0,0
bludgeons,1,0,0,0,0,0
gratuity,1,0,0,0,0,0
comers,0,2,0,0,0,0
asasoulawakens,0,0,1,0,0,0
feeli,0,0,2,1,0,0
natch,1,1,0,0,0,0
speeded,1,0,0,1,1,0
radhii,0,0,0,0,2,0
yeahh,1,0,1,1,0,0
dulli,0,0,0,2,0,0
quipped,0,1,0,0,0,0
mcmillan,0,1,0,0,0,0
expressively,0,1,0,0,0,0
dopplers,0,1,0,0,0,0
tobi,1,0,0,0,0,0
hiba,0,0,1,0,0,0
deh,0,0,0,1,0,0
reh,0,1,0,1,0,0
denialist,0,0,0,1,0,0
itandrsquo,1,0,0,0,0,0
especiall,0,0,0,1,0,0
slient,0,0,0,1,0,0
cowered,0,1,0,0,0,0
ihategettingtowork,0,1,0,0,0,0
ncr,0,1,0,0,0,0
slimeball,0,0,1,0,0,0
emts,0,0,1,0,0,0
islamification,0,1,0,0,0,0
samplings,1,0,0,0,0,0
recyclings,1,0,0,0,0,0
preworkout,0,0,0,0,0,1
throwed,1,0,0,0,0,0
synchronistic,0,0,0,0,0,1
decease,1,0,0,0,0,0
shepherded,1,0,0,0,0,0
geordies,1,0,0,0,0,0
huffpo,0,0,0,1,0,0
forbes,0,0,0,1,0,1
rememberiing,0,0,1,0,0,0
electing,2,0,0,1,0,0
andf,1,0,0,0,0,0
triste,2,0,0,0,0,0
melancholia,3,0,0,0,0,0
gnaw,2,0,0,0,0,0
ign,0,0,0,1,0,0
mountable,0,1,0,0,0,0
multicity,0,1,0,0,0,0
lineblog,0,1,0,0,0,0
nuissance,0,0,0,0,1,0
destructrive,1,0,0,0,0,0
steers,0,0,0,1,0,0
irrigator,0,0,0,1,0,0
pelka,0,0,0,0,0,1
transpersonal,0,0,1,0,0,0
anubis,0,0,1,0,0,0
ssssssssooooooooo,0,0,1,0,0,0
uninestering,1,0,0,0,0,0
taewuhbeoryeo,0,0,0,1,0,0
gatsseo,0,0,0,1,0,0
woooo,0,0,0,2,0,0
qaf,0,1,0,0,0,0
jacynthe,0,1,0,0,0,0
rupaul,0,2,0,0,0,0
kayle,0,1,0,0,0,0
gerling,0,1,0,0,0,0
earaches,1,0,0,0,0,0
livesex,0,0,1,0,0,0
kafkas,1,0,0,0,0,0
forthright,0,0,0,1,0,1
homily,0,1,0,0,0,0
sandusky,1,0,1,0,0,0
perezhilton,0,0,1,0,0,0
centurion,0,0,0,0,1,1
penalizing,0,1,0,0,0,0
yachting,0,0,0,0,1,0
frus,1,0,0,0,0,0
wifyr,0,0,0,0,1,0
nagustuhan,0,1,0,0,0,0
nyo,0,1,0,0,0,0
manoeuvring,0,1,0,0,0,0
purged,1,3,0,0,0,0
kata,1,2,0,0,0,0
oafs,0,1,1,0,0,0
quakerism,0,1,1,0,0,0
preying,1,0,0,0,0,0
recommit,0,1,0,1,0,0
mycroft,1,0,0,0,0,0
rajnagan,0,1,0,0,0,0
nawwww,0,1,0,0,0,0
xubuntu,0,1,0,0,0,0
tinsy,0,1,0,0,0,0
eac,0,1,0,0,0,0
fuelmyblog,0,0,0,1,0,0
ozone,0,1,0,0,0,1
prevet,0,1,0,0,0,0
eilat,0,0,0,0,1,0
spiritualist,1,0,0,0,0,0
pestered,1,0,0,0,0,0
plagarist,0,0,0,1,0,0
whispy,0,0,0,0,0,1
turtles,1,0,0,1,0,1
cissexist,0,0,0,1,0,0
veered,0,0,0,0,1,0
accutly,1,0,0,0,0,0
eyesore,0,1,0,0,0,0
huhne,0,0,0,0,0,1
methamphetamine,0,1,0,0,0,0
chickenfreaksobsessions,0,0,1,0,0,0
trapper,0,1,0,0,0,0
rhapsody,1,1,0,0,0,0
muy,1,1,0,0,2,0
saywell,0,1,0,0,0,0
changebackground,0,1,0,0,0,0
tessa,5,0,0,1,0,0
repurchasing,0,1,0,0,1,1
forths,0,1,0,0,0,0
martenity,0,0,0,1,0,0
dashwood,0,1,0,0,0,0
senselessness,1,0,0,1,0,0
shakingly,0,0,0,1,0,0
stim,0,0,0,1,0,0
kyi,1,0,0,0,0,0
dashingly,0,1,0,0,0,0
pubicly,1,0,0,0,0,0
mogul,1,0,0,0,0,0
manship,0,1,0,0,0,0
trilobites,0,0,0,1,0,0
dawnellesarlo,0,1,0,0,0,0
manipulates,0,0,1,1,0,0
mawson,1,0,0,0,0,0
brioche,0,0,0,0,0,1
abhorrently,1,0,0,0,0,0
foots,0,1,0,0,0,0
kairi,0,0,0,1,0,0
socialite,0,1,0,0,0,0
loverofhisname,0,1,0,0,0,0
rigth,1,0,0,0,0,0
ditmas,0,1,0,0,0,0
critisised,1,0,0,0,0,0
nuisence,1,0,0,0,0,0
nia,0,0,0,1,0,0
chomped,0,0,0,0,1,0
tetanus,0,0,0,0,1,0
posionous,0,0,0,1,0,0
nudged,3,1,0,0,0,0
siberian,0,1,0,0,1,0
mushers,0,1,0,0,0,0
scanlations,1,0,0,0,0,0
sarawaks,0,0,0,0,1,0
scapegoating,1,0,0,0,0,0
discords,1,0,0,0,0,0
sooky,0,0,0,1,0,0
baobab,0,0,0,0,1,0
musharraf,1,0,0,0,0,0
pilgramage,0,0,1,0,0,0
sheenie,0,1,0,0,0,0
propogation,0,0,0,1,0,0
midair,0,0,0,1,0,0
fujiya,0,1,0,0,0,0
refusingly,0,0,0,1,0,0
legality,1,0,0,1,0,0
decathlons,0,1,0,0,0,0
societally,0,0,0,0,1,0
descrie,1,0,0,0,0,0
domesticated,1,0,1,0,0,0
egm,0,1,0,0,0,0
visualisation,0,0,0,0,1,1
purposefulness,1,0,0,0,0,0
griskus,0,1,0,0,0,0
daydreams,0,1,0,1,0,0
breifly,1,0,0,0,0,0
slobby,0,0,0,0,1,0
waltzingmorethanmatilda,0,1,0,0,0,0
vw,1,0,0,0,0,0
digiyume,0,0,1,0,0,0
idependence,0,1,0,0,0,0
masada,1,0,0,0,0,0
hostesses,0,1,1,0,0,0
billed,0,0,1,0,0,0
ncp,0,0,0,1,0,0
absoutely,0,1,0,0,0,0
vcf,0,1,0,0,0,0
rhian,0,1,0,0,0,0
tobins,1,0,0,0,0,0
insensible,1,0,0,0,0,0
sapphire,1,1,0,0,0,0
gulacy,1,0,0,0,0,0
hiatuses,1,0,0,0,0,0
sadies,1,1,0,0,0,0
rutts,0,0,1,0,0,0
brelliant,1,0,0,0,1,0
bootlickers,0,0,0,1,0,0
adunni,1,0,0,0,0,0
potenial,0,1,0,0,0,0
jacy,1,0,0,0,0,0
truckload,0,1,0,0,0,0
verylucycharlotte,0,1,0,0,0,0
aurelia,0,1,0,0,0,0
headphone,0,0,0,0,0,1
picnics,1,2,0,0,0,0
afridi,0,0,0,0,1,0
umar,0,0,0,0,1,0
gul,0,0,0,0,1,0
gotti,1,0,0,0,0,0
melvilles,0,0,0,0,1,0
seana,0,0,0,1,0,0
demotivate,0,1,0,0,0,0
rulemaking,1,0,0,0,0,0
hydrolic,1,0,0,0,0,0
formalism,0,1,0,0,0,0
amel,1,0,0,0,0,0
antz,0,0,0,1,0,0
rehydrating,0,1,0,0,0,0
cbe,0,2,0,0,0,0
blurbed,0,0,0,1,0,0
overriding,0,1,0,0,0,0
effortlessness,0,1,0,0,0,0
gpt,0,1,0,0,0,0
hoyer,0,1,0,0,0,0
watermark,0,1,0,0,0,0
homeowner,0,1,0,0,1,0
earache,0,1,0,0,0,0
enforcements,0,1,0,0,0,0
poaching,1,0,0,0,0,0
agtalk,1,0,0,0,0,0
sfx,0,1,0,0,0,0
piker,0,0,0,0,1,0
balistic,0,0,0,0,1,0
forgeting,0,1,0,0,0,0
wistfully,0,0,2,1,0,0
virulently,1,0,0,0,0,0
verdicts,0,0,0,1,0,0
childfree,0,1,0,0,0,0
eateem,1,0,0,0,0,0
reo,0,1,0,0,0,0
speedwagon,0,1,0,0,0,0
spitted,1,0,0,0,0,0
crossings,0,0,0,0,1,0
momigi,0,0,0,0,1,0
hellerau,0,1,0,0,0,0
perennial,1,1,2,0,0,0
connectio,1,0,0,0,0,0
disillusioning,0,0,1,0,0,0
relationiships,0,1,0,0,0,0
butttttttttt,1,0,0,0,0,0
randal,0,0,1,1,0,0
aba,1,0,0,0,0,0
breaches,1,0,0,0,0,0
fallibility,0,1,0,0,0,0
abouts,0,0,0,0,1,0
toleration,0,1,0,0,0,0
peni,0,1,0,0,0,0
luqa,0,1,0,0,0,0
adland,0,1,0,0,0,0
agricultural,0,2,0,0,0,0
disgraceful,1,0,0,0,0,0
bleedingtulip,1,0,0,0,0,0
unconditonally,1,0,0,0,0,0
stuka,0,0,0,0,0,1
scintilla,0,0,0,1,0,0
confections,0,1,0,0,0,0
sandri,0,1,0,0,0,0
patisserie,0,1,0,0,0,0
corso,0,1,0,0,0,0
vannucci,0,1,0,0,0,0
washi,1,0,0,0,0,0
pith,0,0,0,1,0,0
chobani,0,0,1,0,0,0
pressfield,0,1,0,0,0,0
harimau,1,0,0,0,0,0
malaya,1,0,0,0,0,0
mrl,1,0,0,0,0,0
handbell,1,0,0,0,0,0
approximated,0,0,0,0,1,0
berton,0,0,0,2,0,0
misnamed,0,0,0,1,0,0
mehmeds,0,0,0,2,0,0
fanvideo,0,1,0,0,0,0
cowlicks,0,1,0,0,0,0
careworn,0,1,0,0,0,0
validations,0,2,1,0,0,0
rodder,0,0,1,0,0,0
unfairities,1,0,0,0,0,0
cordage,0,0,1,0,0,0
janece,0,1,0,0,0,0
reshaped,0,0,1,0,1,0
gunn,0,0,0,0,1,0
windowless,0,1,0,0,0,0
maroosh,0,1,0,0,0,0
sporkgasm,1,0,0,0,0,0
bonet,1,0,0,0,0,0
paedophile,0,0,1,1,0,0
boof,0,1,0,0,0,0
guzzle,0,0,1,0,0,0
acronyms,1,0,0,0,0,0
kazwhatistan,1,0,0,0,0,0
lifeclass,1,0,0,0,0,0
iyanla,1,0,1,0,0,0
vanzant,1,0,0,0,0,0
ofpersons,0,1,0,0,0,0
beastliness,0,1,0,0,0,0
frequencybe,0,1,0,0,0,0
sasaeng,0,0,1,1,0,0
rollcall,0,0,0,1,0,0
welch,1,1,0,0,0,0
unendingly,0,1,0,0,0,0
conspired,0,2,0,2,0,0
spidey,0,2,0,1,0,0
interferes,0,1,0,1,0,0
lowests,0,1,0,0,0,0
doodlings,0,1,0,0,0,0
archery,0,0,0,0,0,1
aerobatics,0,0,0,0,0,1
ykesha,0,0,0,0,1,0
hna,1,0,0,0,0,0
harbertson,1,0,0,0,0,0
proofread,0,0,1,0,0,0
artisinal,0,0,1,0,0,0
ponderings,1,0,0,0,0,0
freemium,1,0,0,0,0,0
uncut,0,1,0,0,0,0
feetshe,0,0,0,1,0,0
minesweeper,0,1,0,0,0,0
theperson,0,1,0,0,0,0
waco,0,1,0,0,0,0
merson,0,1,0,0,0,0
dickish,0,0,0,1,0,0
siloam,0,1,0,0,0,0
sexton,1,0,0,0,0,0
dams,0,1,0,0,0,0
qork,0,1,0,0,0,0
unprocessed,0,0,1,0,1,0
ladeda,0,0,0,1,0,0
fulbright,0,0,1,0,0,0
humanist,0,0,1,0,0,0
fingerprint,0,0,0,2,0,0
salvatore,0,1,0,0,0,0
amended,1,0,0,0,0,0
plumbers,0,1,0,0,0,0
pert,0,1,0,0,0,0
sagginess,0,1,0,0,0,0
tasha,1,0,0,0,0,0
cloning,0,0,0,1,0,0
completeso,0,0,1,0,0,0
biologically,2,1,0,0,0,0
funness,0,0,0,0,1,0
jives,0,0,1,0,0,0
rishar,0,1,0,0,0,0
shinsengumi,1,0,0,0,0,0
collude,1,0,0,0,0,0
saner,1,0,0,0,0,0
mckillip,0,0,1,0,0,0
hakans,1,0,0,0,0,0
firms,0,1,0,0,1,0
clout,0,1,0,0,0,0
summarised,0,2,0,0,0,0
concisely,0,2,0,0,0,0
nattering,0,0,0,1,0,0
slur,1,0,0,1,0,0
naturalistic,0,1,0,1,0,0
rina,1,0,0,0,0,0
hiruscar,0,0,0,1,0,0
versey,1,0,0,0,0,0
thebeatles,0,2,0,0,0,0
indiestardust,0,2,0,0,0,0
dum,0,1,0,0,0,0
pukht,0,1,0,0,0,0
itc,0,1,0,0,0,0
maratha,0,1,0,0,0,0
ilanikhan,1,0,0,0,0,0
deana,0,0,0,1,1,0
smasma,1,0,0,1,0,0
injusticed,0,2,0,0,0,0
razorblades,1,0,0,0,1,0
briton,0,1,0,0,0,0
peedoodle,0,0,0,1,0,0
twhirl,0,0,0,1,0,0
tweetdeck,0,0,0,1,0,0
cthulhus,0,1,0,0,0,0
competely,0,1,0,0,0,0
acrossed,1,0,0,0,0,0
flocking,0,0,0,2,0,0
munro,0,0,0,0,1,0
presley,2,0,0,0,0,0
screwtape,0,1,0,0,0,0
interesante,0,1,0,0,0,0
pager,0,1,0,0,0,0
gutless,1,1,0,0,0,0
weeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0,0,1,0,0,0
faaaaaaaaaaaaaaaaaaaaaaaaaast,0,0,1,0,0,0
dizzzzzzzzzzzzzzzzzzzzzzzzzzzy,0,0,1,0,0,0
technobabylon,0,1,0,0,0,0
payslip,0,1,0,0,0,0
margarito,0,0,0,1,0,0
mtnfootball,0,1,0,0,0,0
photojournalistic,0,1,0,0,0,0
jenis,0,0,2,0,0,0
musisi,0,0,1,0,0,0
punya,0,0,1,0,0,0
begitu,0,0,1,0,0,0
nantinya,0,0,1,0,0,0
